Agents,X_DIM,Y_DIM,TRIAL_NO,REWARD,NORMALIZED_REWARD,DONE_RATIO,STEPS,ACTION_PROB
7,40,40,769,-2224.2499999999795,-2.7561957868649065,0.0,650,[0.91595348 0.00373052 0.07109941 0.00570551 0.00351108]
6,40,40,770,-1585.333333333311,-1.9669148056244552,0.0,655,[0.87830285 0.00558943 0.08536585 0.00787602 0.02286585]
9,45,45,771,-4059.000000000133,-4.565804274465841,0.0,737,[0.91041855 0.00542005 0.06037338 0.00813008 0.01565793]
7,25,25,772,-1141.3333333333383,-2.0129335684891325,0.0,427,[0.94626168 0.00367156 0.04439252 0.00567423 0.        ]
8,40,40,773,-2077.333333333297,-2.570957095709526,0.0,655,[0.91196646 0.00762195 0.0539253  0.00685976 0.01962652]
6,45,45,774,-2012.9999999999352,-2.2720090293452992,0.0,731,[0.92486339 0.0068306  0.05441712 0.00660291 0.00728597]
7,45,45,775,-2936.0000000000546,-3.3100338218715386,0.0,733,[0.87718957 0.0075905  0.06987155 0.00681199 0.0385364 ]
10,25,25,776,-2493.3333333333353,-4.374269005847957,0.0,439,[0.87727273 0.00386364 0.03704545 0.00295455 0.07886364]
9,30,30,777,-3696.000000000026,-5.694915254237328,0.0,503,"[9.23500882e-01 3.08641975e-03 6.67989418e-02 5.73192240e-03
 8.81834215e-04]"
6,40,40,778,-2109.2499999999513,-2.6169354838709076,0.0,648,[0.91088855 0.00616333 0.05546995 0.00616333 0.02131484]
7,30,30,779,-2365.5,-3.6561051004636784,0.0,497,[0.91480207 0.00688468 0.05909352 0.00487665 0.01434309]
8,35,35,780,-2736.0,-3.758241758241758,0.0,575,[0.90299479 0.00716146 0.07378472 0.0093316  0.00672743]
9,25,25,781,-2055.166666666642,-3.6118922085529737,0.0,417,[0.90696438 0.00744285 0.06858054 0.00797448 0.00903775]
10,40,40,782,-4675.000000000011,-5.771604938271619,0.0,659,[0.91348485 0.00621212 0.05590909 0.00636364 0.0180303 ]
9,40,40,783,-4414.5,-5.456736711990112,0.0,653,[0.82466871 0.01308189 0.11586816 0.01223242 0.03414883]
5,35,35,784,-1193.7500000000014,-1.6465517241379328,0.0,572,[0.95148342 0.0034904  0.04118674 0.00383944 0.        ]
6,25,25,785,-1660.6666666666497,-2.9340400471142223,0.0,423,[0.93396226 0.00746855 0.05542453 0.00314465 0.        ]
9,45,45,786,-2867.000000000032,-3.2249718785152215,0.0,731,[0.81010929 0.01244687 0.10139648 0.00880389 0.06724347]
8,25,25,787,-1837.3333333333126,-3.234741784037522,0.0,415,[0.8266226  0.01141827 0.11418269 0.01262019 0.03515625]
8,30,30,788,-2254.5,-3.4791666666666665,0.0,500,[0.93862275 0.00648703 0.04515968 0.00648703 0.00324351]
6,35,35,789,-2335.6666666666624,-3.2171717171717114,0.0,571,[0.87820513 0.00903263 0.0743007  0.00990676 0.02855478]
10,40,40,790,-2805.0000000000373,-3.462962962963009,0.0,659,[0.90045455 0.0069697  0.05666667 0.00545455 0.03045455]
10,40,40,791,-2970.0000000000514,-3.66666666666673,0.0,659,[0.89136364 0.00848485 0.07545455 0.00575758 0.01893939]
9,45,45,792,-3628.5000000000723,-4.081552305961836,0.0,737,[0.90003011 0.00933454 0.06955736 0.00828064 0.01279735]
5,30,30,793,-1191.4166666666688,-1.8471576227390214,0.0,492,[0.91156187 0.00892495 0.06004057 0.00933063 0.01014199]
5,35,35,794,-2148.75,-2.963793103448276,0.0,572,[0.93123909 0.0034904  0.05933682 0.00593368 0.        ]
6,25,25,795,-989.3333333333394,-1.747938751472331,0.0,423,[0.91863208 0.00550314 0.04245283 0.00628931 0.02712264]
5,45,45,796,-1633.499999999959,-1.8457627118643605,0.0,725,[0.92644628 0.00578512 0.05785124 0.00798898 0.00192837]
5,30,30,797,-986.0000000000211,-1.5286821705426685,0.0,492,[0.88438134 0.00851927 0.08924949 0.01176471 0.00608519]
6,25,25,798,-995.6666666666786,-1.7591283863368878,0.0,411,[0.86407767 0.01011327 0.10032362 0.00930421 0.01618123]
10,25,25,799,-2911.00000000001,-5.1070175438596666,0.0,425,[0.86338028 0.00892019 0.05610329 0.00657277 0.06502347]
10,35,35,800,-2441.666666666665,-3.3447488584474865,0.0,585,[0.86587031 0.0105802  0.07116041 0.00767918 0.0447099 ]
8,35,35,801,-1549.3333333332878,-2.1282051282050656,0.0,580,[0.89802065 0.00731497 0.05357143 0.00817556 0.03291738]
7,25,25,802,-1428.1666666666579,-2.518812463256892,0.0,417,[0.89781271 0.00649351 0.04237867 0.00580998 0.04750513]
6,25,25,803,-1307.3333333333314,-2.309776207302706,0.0,423,[0.93907233 0.00393082 0.04756289 0.00943396 0.        ]
5,30,30,804,-1068.1666666666779,-1.6560723514212061,0.0,492,[0.92210953 0.00770791 0.06369168 0.00649087 0.        ]
10,25,25,805,-1576.6666666666372,-2.7660818713449773,0.0,439,[0.93659091 0.00840909 0.04681818 0.005      0.00318182]
9,30,30,806,-2520.0,-3.8828967642526964,0.0,503,[0.94179894 0.00551146 0.03637566 0.00352734 0.0127866 ]
6,30,30,807,-1762.9999999999886,-2.7291021671826448,0.0,491,[0.90243902 0.01185637 0.07621951 0.00948509 0.        ]
7,45,45,808,-3472.25,-3.9145997745208567,0.0,730,[0.92945085 0.0072308  0.05296072 0.00762165 0.00273598]
5,30,30,809,-939.1666666666795,-1.4560723514212084,0.0,489,[0.86979592 0.01142857 0.08612245 0.00979592 0.02285714]
6,25,25,810,-1664.0,-2.939929328621908,0.0,415,[0.91386218 0.00440705 0.05448718 0.00560897 0.02163462]
6,30,30,811,-1008.0000000000223,-1.5603715170278982,0.0,503,[0.94246032 0.00396825 0.03604497 0.00297619 0.01455026]
10,35,35,812,-2832.3333333333453,-3.8799086757991033,0.0,585,[0.86040956 0.0056314  0.04556314 0.0059727  0.08242321]
9,45,45,813,-3259.500000000055,-3.6664791901012994,0.0,737,[0.91719362 0.00692562 0.06082505 0.00692562 0.00813008]
7,25,25,814,-1706.8333333333246,-3.010288065843606,0.0,417,[0.90293917 0.00888585 0.05639098 0.00922761 0.02255639]
10,25,25,815,-2493.3333333333353,-4.374269005847957,0.0,439,[0.95181818 0.00590909 0.03795455 0.00431818 0.        ]
10,30,30,816,-3331.1666666666865,-5.124871794871825,0.0,505,[0.89960474 0.00750988 0.06996047 0.00474308 0.01818182]
9,45,45,817,-2583.0000000000164,-2.9055118110236404,0.0,737,[0.9168925  0.0063234  0.04215598 0.00617284 0.02845528]
10,30,30,818,-2993.8333333333608,-4.605897435897478,0.0,505,[0.92213439 0.00909091 0.05948617 0.00928854 0.        ]
8,30,30,819,-1664.0,-2.567901234567901,0.0,511,[0.90673828 0.0090332  0.04760742 0.00683594 0.02978516]
8,25,25,820,-1578.7499999999786,-2.7794894366196807,0.0,420,[0.8773753  0.00950119 0.07214964 0.01128266 0.02969121]
10,40,40,821,-3025.000000000075,-3.7345679012346604,0.0,659,[0.94727273 0.005      0.04212121 0.00560606 0.        ]
5,25,25,822,-785.8333333333401,-1.3908554572271505,0.0,409,[0.90536585 0.00829268 0.07902439 0.00731707 0.        ]
10,25,25,823,-2165.4999999999654,-3.799122807017483,0.0,425,[0.88661972 0.00751174 0.05633803 0.00751174 0.04201878]
8,35,35,824,-1823.9999999999716,-2.5054945054944664,0.0,575,[0.89865451 0.00911458 0.0625     0.00651042 0.02322049]
8,35,35,825,-1525.3333333332912,-2.095238095238037,0.0,571,[0.9333479  0.00677448 0.0513549  0.00568182 0.00284091]
7,25,25,826,-1569.3333333333192,-2.7677836566725205,0.0,427,[0.8271028  0.00600801 0.05340454 0.00667557 0.10680908]
9,40,40,827,-2507.000000000002,-3.0988875154511764,0.0,653,[0.89551478 0.00713558 0.05198777 0.00730547 0.03805641]
10,45,45,828,-5029.333333333328,-5.650936329588008,0.0,735,[0.90040761 0.00665761 0.0732337  0.0080163  0.01168478]
10,35,35,829,-2441.666666666665,-3.3447488584474865,0.0,585,[0.91433447 0.00460751 0.05307167 0.00511945 0.02286689]
8,35,35,830,-2759.7500000000286,-3.790865384615424,0.0,580,[0.93136833 0.00796041 0.04883821 0.00817556 0.00365749]
5,30,30,831,-1725.5,-2.6751937984496124,0.0,492,[0.88803245 0.00689655 0.07951318 0.00730223 0.01825558]
5,25,25,832,-1066.9166666666713,-1.8883480825958785,0.0,412,[0.91331719 0.00726392 0.07070218 0.00871671 0.        ]
5,45,45,833,-1875.499999999981,-2.119209039548001,0.0,725,[0.90055096 0.00798898 0.06859504 0.00853994 0.01432507]
9,35,35,834,-2263.8333333333185,-3.1053955189757456,0.0,577,[0.90234525 0.00826605 0.05747789 0.00692042 0.02499039]
5,35,35,835,-1325.33333333333,-1.8280459770114899,0.0,567,"[8.94014085e-01 5.98591549e-03 8.97887324e-02 9.85915493e-03
 3.52112676e-04]"
9,35,35,836,-2968.6666666667275,-4.072245084590847,0.0,583,[0.91133942 0.00837139 0.05669711 0.00932268 0.01426941]
8,40,40,837,-2336.3333333333126,-2.8915016501649906,0.0,651,[0.8491181  0.01169479 0.10122699 0.01380368 0.02415644]
7,35,35,838,-1445.0,-1.9876203576341127,0.0,577,[0.89817103 0.00568463 0.08403361 0.00840336 0.00370737]
8,45,45,839,-2684.0000000000186,-3.0225225225225434,0.0,731,[0.90522541 0.00614754 0.06489071 0.00614754 0.0175888 ]
7,40,40,840,-2343.499999999995,-2.90396530359355,0.0,653,[0.9156837  0.01004806 0.0624727  0.00742682 0.00436872]
6,45,45,841,-1943.9999999999593,-2.1941309255078547,0.0,728,[0.90374943 0.00594422 0.07727481 0.00708733 0.00594422]
6,45,45,842,-2247.7499999999895,-2.5369638826184984,0.0,728,[0.9179241  0.00640146 0.06858711 0.00708733 0.        ]
7,25,25,843,-1567.4999999999793,-2.7645502645502282,0.0,417,[0.88687628 0.00956938 0.07689679 0.00956938 0.01708817]
6,25,25,844,-1282.6666666666654,-2.266195524146052,0.0,415,[0.91105769 0.00801282 0.05248397 0.0088141  0.01963141]
8,30,30,845,-1859.9999999999616,-2.870370370370311,0.0,495,[0.83694556 0.01184476 0.09778226 0.01058468 0.04284274]
9,25,25,846,-1554.666666666653,-2.7322788517867367,0.0,423,[0.875      0.00759958 0.08307128 0.01074423 0.02358491]
7,25,25,847,-1706.8333333333246,-3.010288065843606,0.0,417,[0.82125769 0.0112782  0.07518797 0.00786056 0.08441558]
6,45,45,848,-1698.6666666666513,-1.917231000752428,0.0,727,[0.92330586 0.00595238 0.05357143 0.00686813 0.0103022 ]
8,35,35,849,-2130.333333333306,-2.926282051282014,0.0,580,[0.89629948 0.00989673 0.07981928 0.00839071 0.0055938 ]
5,35,35,850,-2148.75,-2.963793103448276,0.0,572,[0.93717277 0.00593368 0.05200698 0.00488656 0.        ]
5,30,30,851,-1273.583333333332,-1.9745478036175688,0.0,492,[0.92008114 0.00811359 0.06612576 0.00567951 0.        ]
8,25,25,852,-2455.833333333333,-4.323650234741783,0.0,420,[0.85213777 0.0121734  0.08105701 0.01009501 0.04453682]
5,45,45,853,-1754.499999999967,-1.9824858757061774,0.0,725,[0.88898072 0.00798898 0.08815427 0.00936639 0.00550964]
7,35,35,854,-2008.999999999949,-2.7634112792296412,0.0,573,[0.93280239 0.0049776  0.05176705 0.00647088 0.00398208]
6,25,25,855,-1272.0,-2.2473498233215548,0.0,423,[0.90801887 0.00471698 0.06839623 0.01061321 0.00825472]
7,30,30,856,-1317.3333333333283,-2.0360638845955616,0.0,493,[0.86437247 0.01012146 0.09167149 0.01098901 0.02284558]
7,25,25,857,-1283.999999999996,-2.2645502645502575,0.0,427,[0.93324433 0.00567423 0.04138852 0.00700935 0.01268358]
6,25,25,858,-1282.6666666666654,-2.266195524146052,0.0,415,[0.92347756 0.00841346 0.0556891  0.00921474 0.00320513]
8,25,25,859,-2015.9999999999743,-3.549295774647842,0.0,431,[0.93952546 0.0072338  0.04398148 0.00491898 0.00434028]
6,25,25,860,-1144.0,-2.021201413427562,0.0,415,[0.94190705 0.00641026 0.04407051 0.00560897 0.00200321]
7,45,45,861,-3303.0,-3.7237880496054117,0.0,733,[0.93499416 0.00603348 0.04826781 0.00700662 0.00369794]
8,45,45,862,-3557.3333333333676,-4.006006006006045,0.0,735,[0.91881793 0.00526495 0.06657609 0.00662364 0.00271739]
7,35,35,863,-3348.333333333356,-4.605685465382884,0.0,573,[0.92284719 0.00771528 0.06371329 0.00572424 0.        ]
6,25,25,864,-1490.666666666661,-2.633686690223783,0.0,415,[0.89142628 0.01121795 0.08733974 0.01001603 0.        ]
7,25,25,865,-801.166666666674,-1.4129923574368148,0.0,417,[0.86090226 0.00854409 0.07108681 0.00615174 0.05331511]
7,45,45,866,-1773.8333333332478,-1.999812100713921,0.0,733,[0.9118334  0.0062281  0.0613079  0.00447645 0.01615415]
6,25,25,867,-1413.3333333333292,-2.4970553592461644,0.0,423,[0.90448113 0.00668239 0.04756289 0.00825472 0.03301887]
7,25,25,868,-1706.8333333333246,-3.010288065843606,0.0,417,[0.95352016 0.00580998 0.03451811 0.00615174 0.        ]
6,40,40,869,-1901.6666666666317,-2.3593879239040096,0.0,651,[0.90030675 0.00792434 0.06160532 0.00741309 0.02275051]
10,40,40,870,-2640.000000000021,-3.2592592592592853,0.0,659,[0.88060606 0.00984848 0.07181818 0.00818182 0.02954545]
7,25,25,871,-1177.0000000000043,-2.075837742504417,0.0,427,[0.90554072 0.00400534 0.04205607 0.00534045 0.04305741]
5,25,25,872,-1190.0000000000011,-2.1061946902654887,0.0,419,[0.94095238 0.00761905 0.04571429 0.00571429 0.        ]
7,40,40,873,-1416.9999999999868,-1.755885997521669,0.0,653,[0.90498034 0.008519   0.07536042 0.00830057 0.00283967]
5,25,25,874,-1050.0000000000161,-1.8584070796460463,0.0,419,[0.93095238 0.00619048 0.05285714 0.00333333 0.00666667]
8,35,35,875,-1694.5833333333092,-2.3277243589743257,0.0,580,[0.89888124 0.00903614 0.04991394 0.008821   0.03334768]
10,45,45,876,-4477.33333333342,-5.030711610486989,0.0,735,[0.89225543 0.00679348 0.07554348 0.00652174 0.01888587]
9,40,40,877,-3324.500000000026,-4.1093943139678935,0.0,653,[0.8916072  0.006456   0.07254502 0.00713558 0.0222562 ]
10,35,35,878,-3271.8333333333553,-4.4819634703196645,0.0,585,[0.89778157 0.00784983 0.07866894 0.01006826 0.0056314 ]
8,45,45,879,-3163.3333333334317,-3.562312312312423,0.0,729,[0.92174658 0.00616438 0.06044521 0.00684932 0.00479452]
9,40,40,880,-3015.8333333334067,-3.7278533168521713,0.0,657,[0.89395475 0.00337724 0.07294833 0.00675447 0.02296521]
6,35,35,881,-1919.9999999999843,-2.644628099173532,0.0,575,[0.91493056 0.0072338  0.05902778 0.00954861 0.00925926]
7,25,25,882,-1283.9999999999961,-2.2645502645502575,0.0,427,[0.9135514  0.00834446 0.04439252 0.00634179 0.02736983]
10,25,25,883,-2134.999999999991,-3.745614035087703,0.0,419,[0.8602381  0.00785714 0.06952381 0.01047619 0.05190476]
9,35,35,884,-3082.6666666667375,-4.228623685413906,0.0,577,[0.9071511  0.00845829 0.06881968 0.00788158 0.00768935]
6,25,25,885,-1413.3333333333292,-2.4970553592461644,0.0,423,[0.91981132 0.00825472 0.05699686 0.00589623 0.00904088]
6,30,30,886,-1157.3333333333355,-1.7915376676986619,0.0,495,[0.91834677 0.00806452 0.06888441 0.0047043  0.        ]
9,45,45,887,-5288.999999999968,-5.949381327334048,0.0,737,[0.88376995 0.00918398 0.08581752 0.00662451 0.01460403]
5,25,25,888,-770.0000000000032,-1.3628318584070853,0.0,419,[0.94904762 0.00714286 0.03857143 0.0052381  0.        ]
7,35,35,889,-1878.4999999999545,-2.583906464924284,0.0,577,[0.85269402 0.00617894 0.08329214 0.00667326 0.05116164]
7,35,35,890,-2774.3333333333435,-3.8161393856029484,0.0,573,[0.8952215  0.01095072 0.07018417 0.00796416 0.01567944]
10,30,30,891,-2791.6666666666756,-4.294871794871809,0.0,499,[0.8698 0.0124 0.0798 0.0092 0.0288]
9,25,25,892,-1889.333333333287,-3.320445225541805,0.0,435,[0.9332314  0.004842   0.03542304 0.00637105 0.02013252]
8,25,25,893,-2140.0833333333244,-3.7677523474178245,0.0,420,[0.87321853 0.00920428 0.06561758 0.0097981  0.04216152]
9,25,25,894,-2216.3333333333044,-3.895137668424085,0.0,435,[0.88251784 0.0079001  0.04816514 0.00586137 0.05555556]
6,40,40,895,-1738.6666666666376,-2.1571546732836695,0.0,651,[0.91308793 0.00690184 0.06799591 0.00690184 0.00511247]
6,40,40,896,-2268.0,-2.8138957816377173,0.0,647,[0.90406379 0.00745885 0.07561728 0.00694444 0.00591564]
5,25,25,897,-1120.0000000000061,-1.982300884955763,0.0,419,[0.93619048 0.00619048 0.04095238 0.00428571 0.01238095]
8,25,25,898,-1403.9999999999877,-2.4718309859154712,0.0,431,[0.89959491 0.00520833 0.04398148 0.00260417 0.04861111]
5,30,30,899,-1000.0000000000218,-1.5503875968992586,0.0,499,[0.9284 0.008  0.0468 0.006  0.0108]
6,30,30,900,-1148.0000000000025,-1.7770897832817376,0.0,491,[0.92039295 0.00440379 0.06334688 0.00711382 0.00474255]
5,30,30,901,-1184.1666666666695,-1.8359173126615032,0.0,489,[0.90653061 0.01183673 0.06816327 0.00897959 0.0044898 ]
7,25,25,902,-1712.0,-3.019400352733686,0.0,427,[0.92823765 0.00500668 0.04305741 0.00500668 0.01869159]
8,25,25,903,-1298.0833333333317,-2.2853579812206544,0.0,420,[0.84590261 0.00445368 0.05255344 0.00504751 0.09204276]
6,25,25,904,-1272.0,-2.2473498233215548,0.0,423,[0.93985849 0.00353774 0.04599057 0.00589623 0.00471698]
8,40,40,905,-3006.6666666666847,-3.7211221122112432,0.0,655,[0.89996189 0.01105183 0.06821646 0.00933689 0.01143293]
10,45,45,906,-2809.833333333389,-3.1571161048689764,0.0,732,[0.88799454 0.00668486 0.07858117 0.00777626 0.01896317]
6,25,25,907,-1307.3333333333314,-2.309776207302706,0.0,423,[0.91273585 0.00393082 0.05306604 0.01022013 0.02004717]
5,30,30,908,-775.8333333333371,-1.2028423772609877,0.0,489,[0.89306122 0.01020408 0.06408163 0.00938776 0.02326531]
10,45,45,909,-5241.666666666653,-5.889513108614217,0.0,739,[0.90135135 0.00662162 0.06972973 0.00716216 0.01513514]
9,35,35,910,-3082.6666666666843,-4.228623685413833,0.0,577,[0.91714725 0.00884275 0.06401384 0.00615148 0.00384468]
5,45,45,911,-1277.4999999999936,-1.4435028248587498,0.0,729,[0.89150685 0.00410959 0.06958904 0.00712329 0.02767123]
9,30,30,912,-3112.5000000000473,-4.795839753466945,0.0,497,[0.86144578 0.00959393 0.09593931 0.01004016 0.02298081]
5,25,25,913,-1609.9999999999925,-2.8495575221238805,0.0,419,[0.9352381  0.00571429 0.04428571 0.00380952 0.01095238]
5,25,25,914,-910.0000000000103,-1.610619469026567,0.0,419,[0.92095238 0.01142857 0.05952381 0.00809524 0.        ]
5,45,45,915,-2601.500000000006,-2.939548022598877,0.0,725,[0.88016529 0.00688705 0.08016529 0.00688705 0.02589532]
7,30,30,916,-1825.9999999999752,-2.8222565687789416,0.0,497,[0.93832473 0.00430293 0.04130809 0.0060241  0.01004016]
8,45,45,917,-3233.000000000053,-3.640765765765826,0.0,731,[0.8852459  0.00512295 0.07872268 0.00563525 0.02527322]
9,45,45,918,-3690.000000000112,-4.1507311586053,0.0,737,[0.88964167 0.00752785 0.08657031 0.00707618 0.00918398]
10,25,25,919,-1959.9999999999764,-3.438596491228029,0.0,419,[0.90119048 0.00738095 0.06595238 0.00880952 0.01666667]
5,30,30,920,-1225.0,-1.8992248062015504,0.0,489,[0.92897959 0.00693878 0.05510204 0.00530612 0.00367347]
9,40,40,921,-3399.6666666667215,-4.202307375360595,0.0,657,[0.90070922 0.00675447 0.05724417 0.00607903 0.0292131 ]
7,25,25,922,-1863.0,-3.2857142857142856,0.0,413,[0.81608006 0.01414769 0.10075914 0.0100069  0.05900621]
10,25,25,923,-2676.666666666672,-4.695906432748547,0.0,439,[0.935      0.00431818 0.04068182 0.00613636 0.01386364]
5,25,25,924,-1120.0000000000061,-1.982300884955763,0.0,419,[0.91761905 0.01190476 0.0547619  0.00571429 0.01      ]
10,25,25,925,-2419.9999999999973,-4.245614035087715,0.0,439,[0.90409091 0.00409091 0.0475     0.00659091 0.03772727]
6,35,35,926,-1525.3333333332912,-2.101010101010043,0.0,571,[0.94463869 0.00786713 0.04020979 0.00728438 0.        ]
10,40,40,927,-3645.916666666699,-4.501131687242838,0.0,652,[0.89617152 0.00765697 0.07289433 0.00842266 0.01485452]
10,25,25,928,-2236.66666666666,-3.923976608187123,0.0,439,[0.88704545 0.00409091 0.04454545 0.00659091 0.05772727]
7,35,35,929,-2678.666666666681,-3.6845483723063013,0.0,573,[0.9051767  0.00696864 0.06072673 0.00721752 0.0199104 ]
8,35,35,930,-1572.9999999999716,-2.1607142857142465,0.0,571,[0.90996503 0.0076486  0.05201049 0.00655594 0.02381993]
6,30,30,931,-1074.6666666666774,-1.6635706914344852,0.0,495,[0.91935484 0.00873656 0.05981183 0.00739247 0.0047043 ]
9,30,30,932,-2905.0000000000114,-4.476117103235765,0.0,497,[0.91075413 0.00937082 0.07005801 0.00803213 0.00178492]
8,40,40,933,-2173.3333333333203,-2.689768976897674,0.0,651,[0.9202454  0.00671012 0.05291411 0.00632669 0.01380368]
5,35,35,934,-804.6666666666769,-1.1098850574712784,0.0,567,[0.93309859 0.00633803 0.05246479 0.00669014 0.00140845]
6,30,30,935,-1639.9999999999907,-2.538699690402462,0.0,491,[0.92208672 0.00846883 0.05724932 0.00575881 0.00643631]
5,35,35,936,-1336.9999999999964,-1.8441379310344777,0.0,572,[0.93263525 0.00837696 0.0513089  0.00767888 0.        ]
8,25,25,937,-2339.9999999999936,-4.1197183098591434,0.0,431,[0.92766204 0.00434028 0.03877315 0.00578704 0.0234375 ]
9,25,25,938,-1483.9999999999834,-2.608084358523697,0.0,423,[0.89334382 0.00655136 0.05450734 0.00628931 0.03930818]
6,40,40,939,-1467.0,-1.8200992555831266,0.0,651,[0.91436605 0.0107362  0.06339468 0.00766871 0.00383436]
9,40,40,940,-3161.0000000000223,-3.907292954264552,0.0,653,[0.89976215 0.01070336 0.07883112 0.00815494 0.00254842]
5,45,45,941,-1946.6666666666258,-2.1996233521656787,0.0,729,[0.88821918 0.00684932 0.0569863  0.00821918 0.03972603]
7,45,45,942,-2619.4166666666733,-2.9531191281473204,0.0,730,[0.90775845 0.00625366 0.06390463 0.00605824 0.01602501]
8,30,30,943,-2337.9999999999923,-3.608024691358013,0.0,500,[0.90843313 0.00673653 0.06661677 0.00948104 0.00873253]
5,30,30,944,-958.3333333333469,-1.4857881136951114,0.0,499,[0.9432 0.0056 0.0328 0.0064 0.012 ]
5,45,45,945,-2190.0,-2.4745762711864407,0.0,729,[0.87369863 0.00821918 0.07616438 0.00931507 0.03260274]
10,30,30,946,-2825.1666666666765,-4.346410256410271,0.0,505,[0.94229249 0.00770751 0.04011858 0.00592885 0.00395257]
10,40,40,947,-3553.3333333333944,-4.38683127572024,0.0,655,[0.92164634 0.00564024 0.05746951 0.00670732 0.00853659]
6,25,25,948,-1413.3333333333167,-2.4970553592461426,0.0,423,[0.93278302 0.01257862 0.03616352 0.01061321 0.00786164]
7,40,40,949,-1743.9999999999707,-2.1610904584881916,0.0,653,[0.9071647  0.0078637  0.07841852 0.00655308 0.        ]
7,35,35,950,-2552.83333333334,-3.511462631820275,0.0,577,[0.9340089  0.0081562  0.04869006 0.00593178 0.00321305]
10,45,45,951,-4967.999999999994,-5.582022471910105,0.0,735,[0.93804348 0.00692935 0.04565217 0.00638587 0.00298913]
5,45,45,952,-2007.5,-2.268361581920904,0.0,729,[0.88657534 0.00712329 0.08438356 0.00712329 0.01479452]
5,25,25,953,-990.8333333333452,-1.7536873156342392,0.0,409,[0.91317073 0.00731707 0.05853659 0.00731707 0.01365854]
7,30,30,954,-2470.0,-3.8176197836166925,0.0,493,[0.8713129  0.01214575 0.08502024 0.0112782  0.02024291]
8,25,25,955,-2303.9999999999955,-4.056338028169006,0.0,431,[0.93344907 0.0083912  0.05034722 0.00549769 0.00231481]
7,30,30,956,-1770.1666666666551,-2.7359608449252786,0.0,493,[0.87246964 0.00578369 0.06853673 0.00867553 0.04453441]
8,30,30,957,-1570.6666666666504,-2.4238683127571763,0.0,495,[0.91935484 0.0078125  0.05342742 0.00831653 0.01108871]
6,30,30,958,-1653.3333333333237,-2.5593395252837827,0.0,495,[0.91633065 0.00705645 0.05376344 0.00436828 0.01848118]
6,30,30,959,-1762.9999999999886,-2.7291021671826448,0.0,491,[0.87703252 0.00745257 0.08705962 0.00813008 0.0203252 ]
6,35,35,960,-2621.666666666672,-3.6111111111111183,0.0,571,[0.87062937 0.00786713 0.08653846 0.01223776 0.02272727]
9,40,40,961,-3070.666666666706,-3.795632468067622,0.0,657,[0.91911516 0.00540358 0.06045255 0.00591017 0.00911854]
8,45,45,962,-1890.9999999999222,-2.1295045045044168,0.0,731,[0.90010246 0.00563525 0.05413251 0.00614754 0.03398224]
7,25,25,963,-1173.0000000000014,-2.068783068783071,0.0,413,[0.92615597 0.00655625 0.05624569 0.00690131 0.00414079]
9,45,45,964,-3505.5000000001005,-3.9431946006750285,0.0,737,[0.87985547 0.01023788 0.0820536  0.00707618 0.02077687]
5,30,30,965,-1020.8333333333408,-1.5826873385013036,0.0,489,[0.89632653 0.00734694 0.06816327 0.0077551  0.02040816]
10,40,40,966,-2176.6666666666156,-2.6872427983538465,0.0,652,[0.88468606 0.00673813 0.06508423 0.00735069 0.03614089]
8,45,45,967,-3406.6666666667284,-3.836336336336406,0.0,729,[0.86952055 0.01044521 0.08989726 0.01010274 0.02003425]
6,45,45,968,-2612.2500000000064,-2.9483634311512485,0.0,728,[0.94833105 0.00640146 0.03978052 0.00548697 0.        ]
10,40,40,969,-3330.0000000000796,-4.111111111111209,0.0,665,[0.87567568 0.00840841 0.05195195 0.00750751 0.05645646]
5,30,30,970,-1150.3333333333433,-1.783462532299757,0.0,492,[0.92210953 0.00892495 0.05557809 0.00770791 0.00567951]
5,30,30,971,-1061.6666666666783,-1.6459948320413618,0.0,489,[0.86734694 0.00938776 0.09061224 0.01428571 0.01836735]
7,25,25,972,-963.0000000000176,-1.6984126984127295,0.0,427,[0.91588785 0.00367156 0.0447263  0.00600801 0.02970628]
5,25,25,973,-998.0833333333453,-1.766519174041319,0.0,412,[0.87699758 0.00726392 0.05423729 0.00484262 0.0566586 ]
10,35,35,974,-2174.999999999966,-2.9794520547944736,0.0,579,[0.90448276 0.00724138 0.05       0.00568966 0.03258621]
9,35,35,975,-2920.000000000042,-4.005486968449989,0.0,583,[0.92370624 0.0055175  0.04851598 0.00684932 0.01541096]
9,35,35,976,-2583.0000000000127,-3.5432098765432274,0.0,573,[0.94347658 0.00638792 0.04161827 0.00464576 0.00387147]
5,30,30,977,-1388.333333333329,-2.1524547803617504,0.0,489,[0.90938776 0.00857143 0.0722449  0.00979592 0.        ]
5,45,45,978,-1875.4999999999811,-2.1192090395480014,0.0,725,[0.91294766 0.00606061 0.06253444 0.00606061 0.01239669]
5,45,45,979,-2002.0,-2.2621468926553674,0.0,727,[0.91895604 0.00549451 0.06648352 0.00769231 0.00137363]
5,25,25,980,-1170.166666666668,-2.071091445427731,0.0,412,[0.91670702 0.00920097 0.05859564 0.00871671 0.00677966]
10,35,35,981,-3516.00000000008,-4.816438356164493,0.0,585,[0.9334471  0.0052901  0.04607509 0.00716724 0.00802048]
7,25,25,982,-1449.0,-2.5555555555555554,0.0,413,[0.90545204 0.00586611 0.07556936 0.00862664 0.00448585]
