Agents,X_DIM,Y_DIM,TRIAL_NO,REWARD,NORMALIZED_REWARD,DONE_RATIO,STEPS,ACTION_PROB
10,25,25,983,-1845.9999999999568,-3.2385964912279945,0.0,425,[0.85187793 0.00892019 0.06384977 0.01032864 0.06502347]
6,40,40,984,-2173.3333333333203,-2.6964433416046156,0.0,651,[0.85276074 0.00715746 0.09074642 0.01022495 0.03911043]
5,25,25,985,-980.0000000000059,-1.7345132743362937,0.0,419,[0.93952381 0.00380952 0.04952381 0.00714286 0.        ]
7,35,35,987,-1300.5,-1.7888583218707015,0.0,577,[0.90385566 0.00667326 0.05486901 0.00617894 0.02842313]
8,45,45,988,-2637.3333333333635,-2.9699699699700037,0.0,735,[0.89300272 0.00696332 0.07252038 0.00849185 0.01902174]
5,35,35,989,-1098.2500000000102,-1.5148275862069107,0.0,572,[0.94485166 0.00418848 0.04712042 0.00383944 0.        ]
6,40,40,990,-2716.6666666666856,-3.3705541770058134,0.0,651,[0.90184049 0.00690184 0.0807771  0.00766871 0.00281186]
6,25,25,991,-1342.666666666661,-2.3722025912838536,0.0,423,[0.91037736 0.00825472 0.0538522  0.00668239 0.02083333]
9,25,25,992,-2652.3333333333385,-4.661394258933811,0.0,435,[0.92533129 0.00509684 0.04943935 0.00739042 0.0127421 ]
8,30,30,993,-2003.9999999999118,-3.0925925925924567,0.0,500,[0.91566866 0.00798403 0.06187625 0.00748503 0.00698603]
5,45,45,994,-1456.0,-1.6451977401129942,0.0,727,[0.90412088 0.00467033 0.08516484 0.00412088 0.00192308]
8,35,35,995,-2592.000000000014,-3.5604395604395798,0.0,575,[0.84418403 0.00824653 0.08268229 0.0078125  0.05707465]
10,40,40,996,-4070.000000000079,-5.024691358024789,0.0,659,[0.90378788 0.00757576 0.05742424 0.00727273 0.02393939]
7,35,35,997,-2487.3333333333344,-3.4213663457129773,0.0,573,[0.84693878 0.00895968 0.1010453  0.01319064 0.0298656 ]
7,25,25,998,-1355.3333333333271,-2.390358612580824,0.0,427,[0.94826435 0.00367156 0.04038718 0.00567423 0.00200267]
